Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel
1022,29-03-2023,Bob,West,8640.14,45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online
1021,07-01-2023,Bob,North,2971.45,9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online
1028,10-06-2023,Alice,North,7987.15,2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online
1017,16-07-2023,Alice,South,3137.09,18,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online
1006,18-09-2023,David,West,776.7,45,Furniture,1623.63,1814.63,New,0.29,Bank Transfer,Retail
1037,13-09-2023,Bob,South,2929.01,5,Furniture,1941.56,2385.48,Returning,0.15,Credit Card,Online
1053,21-12-2023,Bob,North,660.2,44,Furniture,2045.0,2217.51,Returning,0.08,Credit Card,Online
1087,28-02-2023,Alice,West,7534.3,15,Furniture,4074.66,4261.11,Returning,0.05,Credit Card,Retail
1046,09-02-2023,Charlie,East,9709.7,3,Furniture,1216.16,1295.37,New,0.14,Cash,Retail
1066,05-10-2023,Alice,South,3530.59,4,Furniture,4596.68,5044.740000000001,New,0.01,Bank Transfer,Online
1002,04-01-2023,Bob,East,2716.34,17,Furniture,1727.12,1865.83,New,0.21,Cash,Online
1090,03-06-2023,Eve,North,2132.8,41,Furniture,2055.49,2441.46,New,0.24,Credit Card,Online
1033,19-04-2023,Bob,South,2758.48,5,Furniture,3162.92,3409.9300000000003,New,0.0,Cash,Online
1039,16-03-2023,Eve,North,6076.01,35,Furniture,2735.74,3181.23,New,0.1,Credit Card,Retail
1093,22-11-2023,Charlie,North,862.1,22,Furniture,3285.25,3634.58,New,0.13,Bank Transfer,Online
1099,07-12-2023,Bob,East,3043.18,22,Furniture,2471.67,2533.04,Returning,0.02,Bank Transfer,Retail
1050,11-02-2023,Charlie,West,1011.46,48,Furniture,710.06,851.3499999999999,Returning,0.04,Bank Transfer,Online
1020,27-04-2023,Alice,South,7095.64,33,Furniture,4772.03,4805.17,Returning,0.28,Bank Transfer,Online
1092,17-06-2023,Alice,East,1632.8,47,Furniture,1447.45,1703.02,Returning,0.12,Bank Transfer,Retail
1051,02-05-2023,Alice,North,6833.11,34,Furniture,3764.14,4100.4,Returning,0.05,Bank Transfer,Retail
1058,05-03-2023,Eve,North,252.41,48,Furniture,2596.72,2715.05,Returning,0.04,Cash,Online
1022,29-12-2023,David,North,4557.52,10,Furniture,1830.61,2044.04,New,0.11,Cash,Online
1070,29-05-2023,Charlie,South,1108.74,14,Furniture,3796.79,3947.5,Returning,0.24,Bank Transfer,Online
1097,13-06-2023,Charlie,East,7509.01,10,Furniture,2162.95,2191.19,Returning,0.2,Credit Card,Online
1060,22-10-2023,Bob,North,2661.25,11,Furniture,3648.04,4143.51,Returning,0.17,Credit Card,Retail
1094,24-02-2023,Bob,West,6171.59,7,Furniture,4122.38,4358.78,Returning,0.26,Bank Transfer,Retail
1047,21-04-2023,Eve,West,6413.11,17,Furniture,1591.34,2043.82,New,0.29,Cash,Retail
1052,08-11-2023,Charlie,East,2072.78,18,Furniture,3271.62,3722.38,Returning,0.19,Bank Transfer,Retail
1013,07-09-2023,Alice,West,7413.36,16,Furniture,919.58,1258.3000000000002,Returning,0.14,Bank Transfer,Online
1030,05-02-2023,David,East,236.08,49,Furniture,2590.29,2925.86,Returning,0.26,Cash,Retail
1055,20-07-2023,Eve,West,7354.06,43,Furniture,4111.7,4537.94,Returning,0.13,Bank Transfer,Online
1090,03-06-2023,David,South,6106.64,47,Furniture,85.35,360.54,New,0.28,Cash,Online
1090,14-03-2023,David,East,6761.43,47,Furniture,2310.82,2714.71,New,0.19,Cash,Retail
1009,17-01-2023,David,West,8401.07,12,Furniture,2278.67,2476.8,New,0.09,Cash,Retail
1069,20-12-2023,Eve,North,5429.49,12,Furniture,4682.34,5036.400000000001,New,0.2,Bank Transfer,Retail
1069,21-03-2023,Bob,East,9369.18,29,Furniture,2462.66,2908.09,New,0.12,Credit Card,Online
1094,05-12-2023,Eve,East,8264.96,12,Furniture,333.32,700.25,Returning,0.14,Cash,Online
1016,03-08-2023,Alice,West,3080.36,16,Furniture,4457.68,4743.030000000001,Returning,0.19,Cash,Online
1090,19-07-2023,Charlie,West,656.14,10,Furniture,2387.63,2438.9700000000003,Returning,0.02,Bank Transfer,Retail
1010,16-02-2023,David,East,1678.97,47,Furniture,2265.38,2429.9300000000003,Returning,0.06,Bank Transfer,Online
1034,16-01-2023,Alice,North,1937.9,13,Furniture,366.31,492.68,New,0.12,Credit Card,Retail
1096,01-12-2023,Bob,East,2962.96,20,Furniture,1994.9,2066.5,Returning,0.06,Bank Transfer,Online
1002,03-08-2023,Alice,South,8302.7,16,Furniture,2872.4,3193.76,Returning,0.04,Credit Card,Online
1012,08-06-2023,Bob,East,3608.81,19,Furniture,3457.28,3598.7200000000003,New,0.27,Bank Transfer,Online
1050,01-06-2023,Bob,South,5105.78,23,Furniture,3756.06,4255.73,Returning,0.04,Cash,Online
1040,15-01-2023,Charlie,North,8601.77,19,Furniture,342.3,768.06,Returning,0.09,Credit Card,Online
1074,04-01-2023,Eve,South,7508.72,38,Furniture,1394.74,1848.69,Returning,0.0,Bank Transfer,Retail
1046,15-08-2023,Alice,South,2373.02,4,Furniture,4095.1,4134.55,Returning,0.09,Bank Transfer,Retail
1008,21-05-2023,David,East,5197.84,37,Furniture,1712.43,1980.06,New,0.26,Cash,Online
1074,15-08-2023,David,West,289.38,29,Furniture,1723.01,2197.42,New,0.07,Bank Transfer,Retail
1007,29-01-2023,Charlie,West,2491.21,13,Furniture,3765.46,3860.56,Returning,0.22,Cash,Retail
1058,02-09-2023,David,South,1142.92,9,Furniture,760.55,1086.89,Returning,0.15,Cash,Retail
1029,04-07-2023,Charlie,North,5240.32,31,Furniture,951.21,1320.3200000000002,New,0.15,Cash,Online
1089,24-08-2023,Eve,North,2528.99,4,Furniture,4231.75,4727.75,Returning,0.12,Credit Card,Retail
1036,23-09-2023,Bob,North,3971.23,42,Furniture,3549.43,3967.69,New,0.14,Bank Transfer,Online
1099,03-01-2023,Bob,East,5613.1,31,Furniture,4632.85,4711.700000000001,New,0.21,Cash,Retail
1082,26-05-2023,David,South,6994.66,2,Furniture,1349.3,1576.69,Returning,0.12,Credit Card,Online
1024,02-06-2023,Alice,West,1799.77,2,Furniture,3604.93,3830.71,Returning,0.12,Credit Card,Online
1017,29-10-2023,Eve,East,2141.9,1,Furniture,641.68,752.24,New,0.22,Bank Transfer,Online
1089,03-03-2023,Charlie,North,2122.73,4,Furniture,4117.67,4280.06,Returning,0.18,Bank Transfer,Online
1059,02-06-2023,Bob,West,279.43,47,Furniture,287.17,657.44,Returning,0.14,Credit Card,Retail
1019,28-05-2023,Alice,East,6917.45,28,Furniture,3907.86,4205.37,New,0.09,Credit Card,Online
1028,31-08-2023,Eve,North,5403.0,28,Furniture,2055.28,2449.6400000000003,New,0.19,Credit Card,Online
1016,09-11-2023,Charlie,South,3402.92,24,Furniture,88.44,338.94,New,0.29,Cash,Online
1100,23-02-2023,Eve,North,849.43,43,Furniture,2116.09,2472.98,New,0.01,Credit Card,Retail
1053,16-02-2023,Eve,West,3939.48,11,Furniture,1582.86,1942.55,New,0.17,Credit Card,Retail
1057,09-01-2023,Charlie,North,2114.38,12,Furniture,639.16,746.28,Returning,0.04,Bank Transfer,Retail
1053,20-01-2023,David,West,8785.77,42,Furniture,2443.57,2943.3100000000004,New,0.29,Cash,Online
1058,02-03-2023,Eve,East,5463.43,49,Furniture,1307.22,1528.4,Returning,0.24,Cash,Retail
1014,04-12-2023,Bob,West,758.99,49,Furniture,493.35,799.27,New,0.1,Bank Transfer,Online
1087,03-01-2023,Charlie,East,8057.76,20,Furniture,3625.94,3880.53,New,0.24,Bank Transfer,Online
1018,26-09-2023,David,East,5634.69,25,Furniture,739.63,1103.03,New,0.26,Bank Transfer,Retail
1074,25-11-2023,Eve,North,3570.15,42,Furniture,2120.81,2611.94,Returning,0.23,Cash,Online
1058,09-03-2023,Eve,South,3788.08,40,Furniture,2249.76,2598.4,Returning,0.18,Credit Card,Retail
1013,15-04-2023,Eve,North,7255.1,42,Furniture,1375.57,1729.71,New,0.04,Cash,Online
1042,03-05-2023,Alice,West,7116.78,37,Furniture,502.86,687.6,Returning,0.21,Cash,Online
1050,17-05-2023,Bob,North,2254.91,45,Furniture,112.35,586.18,Returning,0.28,Credit Card,Retail
1005,28-11-2023,David,West,152.6,43,Furniture,1200.4,1430.45,New,0.08,Bank Transfer,Retail
1038,09-02-2023,Alice,East,5529.35,16,Furniture,3899.7,4228.18,New,0.27,Cash,Retail
1089,08-09-2023,Bob,West,5228.28,40,Furniture,4089.66,4275.96,New,0.23,Credit Card,Online
1091,28-10-2023,Bob,West,7611.28,39,Furniture,2184.49,2540.42,Returning,0.27,Bank Transfer,Online
1067,05-07-2023,Alice,West,6360.67,27,Furniture,3624.97,3836.52,New,0.08,Cash,Online
1061,16-10-2023,Eve,East,2227.64,37,Furniture,4651.77,4984.39,Returning,0.12,Cash,Retail
1063,19-12-2023,Charlie,West,3889.71,46,Furniture,2302.62,2740.93,Returning,0.25,Bank Transfer,Online
1033,31-10-2023,Eve,East,7982.79,18,Furniture,3124.48,3553.27,Returning,0.12,Cash,Retail
1019,10-11-2023,Bob,East,7632.43,33,Furniture,1362.31,1486.29,Returning,0.18,Credit Card,Retail
1018,23-01-2023,David,North,7019.59,20,Furniture,1140.62,1258.63,Returning,0.26,Bank Transfer,Online
1075,12-08-2023,David,East,8989.4,14,Furniture,1612.93,1964.15,Returning,0.24,Bank Transfer,Retail
1012,13-01-2023,Alice,East,8892.37,39,Furniture,3126.52,3465.79,New,0.08,Cash,Online
1074,15-02-2023,Alice,South,3320.38,31,Furniture,1138.32,1266.25,Returning,0.14,Cash,Retail
1096,04-06-2023,Bob,South,9019.51,14,Furniture,2251.95,2626.32,Returning,0.21,Credit Card,Online
1016,23-04-2023,David,South,9961.96,6,Furniture,4502.09,4879.72,New,0.13,Credit Card,Online
1024,26-12-2023,David,North,2565.19,17,Furniture,4114.66,4269.02,Returning,0.27,Bank Transfer,Retail
1092,07-07-2023,Alice,South,1039.69,14,Furniture,2559.65,2709.4,Returning,0.11,Credit Card,Retail
1050,21-08-2023,David,North,9976.52,17,Furniture,2346.8,2654.65,New,0.13,Cash,Retail
1100,01-12-2023,Alice,East,1387.8,34,Furniture,4991.09,5402.28,Returning,0.0,Cash,Retail
1084,20-11-2023,Bob,South,2396.98,15,Furniture,3420.72,3513.74,New,0.02,Cash,Online
1046,12-07-2023,Eve,North,485.49,17,Furniture,3850.99,4045.34,Returning,0.16,Credit Card,Online
1035,22-01-2023,Alice,North,8387.48,28,Furniture,3771.38,4234.92,New,0.28,Credit Card,Retail
1069,02-11-2023,Charlie,North,6283.68,23,Furniture,530.24,987.41,Returning,0.23,Credit Card,Online
1066,24-06-2023,Bob,West,5851.41,13,Furniture,4133.92,4358.37,New,0.13,Cash,Retail
1010,12-10-2023,Charlie,North,9907.72,20,Furniture,4298.74,4475.19,Returning,0.16,Cash,Online
1056,23-07-2023,Bob,West,7591.63,35,Furniture,2344.93,2707.25,New,0.12,Credit Card,Retail
1011,20-03-2023,Bob,East,3484.86,2,Furniture,4906.17,5107.43,Returning,0.1,Cash,Online
1085,27-02-2023,Eve,West,5324.01,45,Furniture,3325.96,3781.4,Returning,0.27,Credit Card,Online
1089,12-10-2023,David,South,9813.07,25,Furniture,3512.69,3964.63,Returning,0.03,Credit Card,Retail
1086,04-01-2023,Bob,South,6530.14,8,Furniture,1569.31,1798.02,New,0.07,Credit Card,Online
1049,28-09-2023,Alice,West,5972.27,44,Furniture,3351.33,3465.35,Returning,0.12,Bank Transfer,Online
1098,16-03-2023,David,South,6780.38,11,Furniture,741.48,878.09,New,0.29,Cash,Retail
1092,27-01-2023,David,West,6939.75,26,Furniture,3697.29,4003.96,New,0.24,Cash,Online
1005,02-04-2023,David,South,1646.45,46,Furniture,4691.42,5026.1900000000005,Returning,0.22,Bank Transfer,Retail
1003,21-01-2023,Charlie,North,6395.81,3,Furniture,1792.05,2091.23,Returning,0.09,Cash,Retail
1074,14-09-2023,David,South,8389.93,29,Furniture,173.67,565.62,Returning,0.3,Cash,Online
1017,15-01-2023,Eve,North,289.53,6,Furniture,2594.42,3081.04,Returning,0.1,Bank Transfer,Retail
1001,08-10-2023,Bob,West,8397.73,33,Furniture,2933.54,3307.75,Returning,0.01,Bank Transfer,Retail
1051,07-10-2023,Bob,West,8047.83,3,Furniture,3434.75,3659.42,New,0.16,Cash,Online
1045,12-01-2023,Charlie,South,9613.11,35,Furniture,3777.94,4188.66,New,0.17,Bank Transfer,Online
1050,18-07-2023,Eve,South,6107.78,43,Furniture,4834.47,4973.38,Returning,0.03,Bank Transfer,Online
1065,30-06-2023,Eve,South,8840.86,13,Furniture,1339.0,1441.88,Returning,0.23,Credit Card,Retail
1094,15-01-2023,Bob,North,8872.33,45,Furniture,4470.91,4695.54,Returning,0.06,Cash,Retail
1017,10-08-2023,Alice,North,7400.52,43,Furniture,1454.8,1674.97,New,0.03,Credit Card,Online
1047,25-07-2023,Charlie,East,2936.54,19,Furniture,3484.62,3781.55,Returning,0.21,Credit Card,Retail
1023,30-09-2023,Charlie,North,8046.14,8,Furniture,1563.78,1829.16,Returning,0.15,Cash,Online
1014,16-08-2023,David,South,8983.92,26,Furniture,433.19,800.6,Returning,0.2,Cash,Online
1075,15-06-2023,Eve,North,9736.49,26,Furniture,1749.34,1935.25,New,0.14,Credit Card,Online
1038,02-08-2023,Alice,East,8489.14,43,Furniture,3031.17,3231.32,Returning,0.22,Cash,Retail
1051,16-11-2023,Bob,West,803.25,31,Furniture,144.88,175.29,New,0.07,Bank Transfer,Online
1079,28-10-2023,Bob,West,1558.03,38,Furniture,1127.76,1265.66,Returning,0.26,Bank Transfer,Retail
1029,02-08-2023,Eve,South,2855.85,46,Furniture,4609.66,4879.15,Returning,0.3,Cash,Retail
1004,28-06-2023,Bob,West,8003.1,38,Furniture,4881.63,5088.06,Returning,0.16,Credit Card,Retail
1056,10-02-2023,Bob,West,3063.9,42,Furniture,1080.12,1424.1699999999998,New,0.1,Cash,Online
1074,15-02-2023,Bob,West,1383.82,1,Furniture,1304.23,1705.71,Returning,0.01,Cash,Retail
1017,09-06-2023,Charlie,East,2638.98,35,Furniture,4480.63,4884.12,New,0.04,Cash,Online
1053,10-06-2023,Charlie,East,1554.53,39,Furniture,4643.67,4829.52,Returning,0.17,Bank Transfer,Online
1066,21-07-2023,Charlie,East,3492.19,4,Furniture,868.83,1177.75,Returning,0.21,Credit Card,Retail
1095,18-03-2023,Eve,South,8057.67,43,Furniture,1331.86,1758.98,Returning,0.23,Bank Transfer,Retail
1008,13-04-2023,Charlie,South,5104.54,24,Furniture,4739.13,4868.95,New,0.14,Credit Card,Retail
1004,15-06-2023,Alice,East,6277.59,13,Furniture,3087.73,3263.96,New,0.24,Cash,Retail
1025,31-03-2023,David,West,4929.56,4,Furniture,2751.06,2976.01,Returning,0.28,Credit Card,Online
1067,23-06-2023,Bob,North,914.5,11,Furniture,3435.68,3552.63,New,0.27,Cash,Retail
1096,02-05-2023,Alice,East,4649.88,32,Furniture,991.63,1065.55,Returning,0.22,Bank Transfer,Retail
1067,23-05-2023,Bob,North,3133.99,49,Furniture,2628.38,2644.54,Returning,0.11,Cash,Online
1061,03-05-2023,Bob,South,7277.56,41,Furniture,2894.18,3193.92,New,0.28,Bank Transfer,Retail
1051,09-01-2023,David,South,5785.45,23,Furniture,2598.18,3042.73,Returning,0.24,Credit Card,Online
1005,25-12-2023,Alice,South,8635.81,28,Furniture,2146.24,2173.47,Returning,0.1,Cash,Retail
1082,11-08-2023,Charlie,North,3207.37,43,Furniture,2289.22,2581.0,New,0.05,Bank Transfer,Online
1092,10-02-2023,Bob,East,5426.42,47,Furniture,3681.53,4076.96,Returning,0.17,Cash,Retail
1022,24-11-2023,Eve,West,8906.24,29,Furniture,479.58,909.88,Returning,0.13,Credit Card,Retail
1001,14-11-2023,David,North,4944.99,36,Furniture,666.84,682.24,New,0.16,Bank Transfer,Retail
1046,08-09-2023,Alice,North,8398.48,30,Furniture,320.73,678.04,Returning,0.08,Cash,Retail
1034,07-01-2023,David,West,3677.9,28,Furniture,137.47,234.63,New,0.27,Bank Transfer,Retail
1027,03-01-2023,Bob,East,7648.22,30,Furniture,745.93,1143.02,Returning,0.2,Credit Card,Online
1086,28-12-2023,Bob,West,1837.37,46,Furniture,83.86,526.14,Returning,0.11,Credit Card,Online
1061,25-01-2023,Bob,East,2375.28,38,Furniture,4440.86,4506.81,Returning,0.24,Bank Transfer,Online
1036,02-05-2023,David,North,6650.51,42,Furniture,4292.63,4387.99,New,0.07,Credit Card,Retail
1086,05-11-2023,Alice,South,2928.5,10,Furniture,2273.91,2578.8,New,0.14,Cash,Online
1088,30-07-2023,Eve,East,7997.55,1,Furniture,4384.64,4693.900000000001,New,0.14,Cash,Retail
1002,30-05-2023,Eve,North,3737.17,44,Furniture,1393.58,1533.09,Returning,0.24,Credit Card,Retail
1014,18-12-2023,David,East,5612.17,4,Furniture,854.68,1115.24,New,0.24,Credit Card,Retail
1007,28-02-2023,Charlie,East,1833.72,43,Furniture,3967.25,4272.92,New,0.27,Credit Card,Online
1038,04-02-2023,Charlie,North,8753.31,7,Furniture,523.02,686.25,Returning,0.04,Cash,Online
1099,03-04-2023,Alice,North,2571.72,30,Furniture,4495.82,4794.009999999999,New,0.18,Bank Transfer,Retail
1089,28-11-2023,David,West,8719.62,8,Furniture,4349.34,4629.9800000000005,Returning,0.01,Credit Card,Online
